Week of fetchdate_orig	OR and OR2 and AND filters	title_new	ID	Regex String (AND)	Regex String (OR)	Regex String (OR)#2
11 April 2022	True	что произошло на украине    апреля  всу применяют дроны камикадзе и готовят провокацию в донбассе	417547	(?=.*).*	(донбасс)	(обстрел|всу|наци)
11 April 2022	True	наша главная задача  баранец объяснил  почему у всу на донбасской дуге еще не закончились боеприпасы	427659	(?=.*).*	(донбасс)	(обстрел|всу|наци)
11 April 2022	True	что произошло на украине    апреля  ложь зеленского о потерях  уничтожение опорных пунктов всу в донбассе	427629	(?=.*).*	(донбасс)	(обстрел|всу|наци)
11 April 2022	True	события в донбассе на          апреля  захват техники всу  зачистка промзоны под мариуполем	424949	(?=.*).*	(донбасс)	(обстрел|всу|наци)
18 April 2022	True	события в донбассе на          апреля  неудача всу в мариуполе  в лнр отметили заслуги российских саперов	428310	(?=.*).*	(донбасс)	(обстрел|всу|наци)
18 April 2022	True	the guardian  нато должна помешать  неизбежному разгрому  всу в донбассе	422781	(?=.*).*	(донбасс)	(обстрел|всу|наци)
18 April 2022	True	потеря попасной чревата катастрофой для группировки всу в донбассе	429504	(?=.*).*	(донбасс)	(обстрел|всу|наци)
18 April 2022	True	события в донбассе на          апреля  сбитый миг    всу   зеленый коридор  из  азовстали	434571	(?=.*).*	(донбасс)	(обстрел|всу|наци)
18 April 2022	True	ес обвинили в возрождении украинского нацизма и резне в донбассе	434347	(?=.*).*	(донбасс)	(обстрел|всу|наци)
18 April 2022	True	события в донбассе на          апреля  режим тишины на  азовстали   эвакуация генерала всу из золотого	434280	(?=.*).*	(донбасс)	(обстрел|всу|наци)
18 April 2022	True	военный аналитик крутиков  освобождение мариуполя открывает путь к  котлу  для всу в донбассе	436047	(?=.*).*	(донбасс)	(обстрел|всу|наци)
18 April 2022	True	события в донбассе на          апреля  боевики пытаются вырваться с  азовстали   удары по позициям всу в лимане	425621	(?=.*).*	(донбасс)	(обстрел|всу|наци)
18 April 2022	True	политолог ищенко  разгром группировки всу в донбассе ускорит ход спецоперации вс рф	425627	(?=.*).*	(донбасс)	(обстрел|всу|наци)
18 April 2022	True	подразделения вс рф и республик донбасса не дают всу осуществить перегруппировку войск	425000	(?=.*).*	(донбасс)	(обстрел|всу|наци)
18 April 2022	True	им нравилось убивать и насиловать    почему жители донбасса не простят  солдат  всу	428225	(?=.*).*	(донбасс)	(обстрел|всу|наци)
25 April 2022	True	ск рф изучит обнаруженные документы всу о подготовке к нападению на донбасс	429297	(?=.*).*	(донбасс)	(обстрел|всу|наци)
25 April 2022	True	события в донбассе на          апреля  перемирие в мариуполе  освобождение новотошковского от всу	435785	(?=.*).*	(донбасс)	(обстрел|всу|наци)
25 April 2022	True	военный историк кнутов  всу начнут активно сдаваться после окружения в донбассе	435801	(?=.*).*	(донбасс)	(обстрел|всу|наци)
25 April 2022	True	баранец  рф спутала планы всу в донбассе  остановив спешащие эшелоны с оружием нато	438042	(?=.*).*	(донбасс)	(обстрел|всу|наци)
25 April 2022	True	события в донбассе на          апреля  спасение культурного наследия  сбор данных о военных преступлениях всу	438053	(?=.*).*	(донбасс)	(обстрел|всу|наци)
25 April 2022	True	события в донбассе на          апреля  зачистка в рубежном  провокация всу в лисичанске	433659	(?=.*).*	(донбасс)	(обстрел|всу|наци)
27 June 2022	True	всу впервые применили в донбассе рсзо himars из сша	273954	(?=.*).*	(донбасс)	(обстрел|всу|наци)
11 July 2022	True	военное обозрение  озвучило среднюю продолжительность жизни солдата всу в донбассе	273663	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	разведка днр сообщила о подготовке всу к наступлению в донбассе	480663	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	в лнр сообщили  что бойцы всу расквартировываются в домах мирных жителей донбасса	478755	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	в днр заявили  что всу перебросили в донбасс танковые соединения и рсзо	484305	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	в днр заявили о вербовке украинскими националистами добровольцев для войны в донбассе	478296	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	лнр  главком проведет рекогносцировку на направлении главного удара всу в донбассе	478989	(?=.*).*	(донбасс)	(обстрел|всу|наци)
7 February 2022	True	выпуск от            г  нацисты диверсанты в донбассе и истерика запада от дружбы рф и кнр	476568	(?=.*).*	(донбасс)	(обстрел|всу|наци)
7 February 2022	True	нарышкин заявил о подготовке провокаций сбу и всу в стиле  белых касок  в донбассе	481605	(?=.*).*	(донбасс)	(обстрел|всу|наци)
7 February 2022	True	выпуск от            г  суровая жизнь на донбассе рядом с всу и украинская антидипломатия	481418	(?=.*).*	(донбасс)	(обстрел|всу|наци)
7 February 2022	True	преступления без срока давности  как украинские националисты уничтожают мирное население донбасса	482329	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	в кремле прокомментировали сообщения об обстрелах в донбассе	479443	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	всу в донбассе обстреляли пять населенных пунктов из гранатометов и минометов	479063	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	используется почти полный арсенал   силы всу продолжают массированный обстрел донбасса	479697	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	басурин  военные всу начали обстрелы по всей линии соприкосновения в донбассе	478807	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	в мид рф заявили  что обстрелы донбасса должны быть остановлены	478811	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	уже больше двухсот снарядов   басурин об обстрелах в донбассе	478687	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	в днр заявили  что всу планируют захватить донбасс за пять суток	478888	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	народная милиция днр представила замысел наступления всу на донбасс	478887	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	корреспондент показал  как в донбассе проходит третий день обстрелов	478235	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	бастрыкин поручил принять все меры по фиксации преступных действий всу в донбассе	478644	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	ск возбудил два уголовных дела по факту гибели мирных жителей после обстрелов в донбассе	478599	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 February 2022	True	шойгу заявил  что за ночь по всем направлениям в донбассе со стороны украинских силовиков было более    обстрелов	478268	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 February 2022	True	бастрыкин дал ряд поручений о фиксации и расследовании обстрелов донбасса со стороны всу	456758	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 February 2022	True	экс премьер украины рассказал о планах всу напасть на донбасс    февраля   наиболее важные   новости киац   каталог статей	60074	(?=.*).*	(донбасс)	(обстрел|всу|наци)
9 May 2022	True	ск рф установит причастных к обстрелу донбасса и херсона   мая	159167	(?=.*).*	(донбасс)	(обстрел|всу|наци)
9 May 2022	True	украинские военные усилили обстрелы донбасса в день победы	159002	(?=.*).*	(донбасс)	(обстрел|всу|наци)
16 May 2022	True	ск возбудил еще одно дело по факту обстрелов донбасса украинскими военными	159910	(?=.*).*	(донбасс)	(обстрел|всу|наци)
23 May 2022	True	генерал вс франции тринкван  российские войска одерживают победу над всу в донбассе	431864	(?=.*).*	(донбасс)	(обстрел|всу|наци)
23 May 2022	True	вс рф передадут захваченные под харьковом танки всу подразделениям республик донбасса	437805	(?=.*).*	(донбасс)	(обстрел|всу|наци)
23 May 2022	True	события в донбассе на          мая  прорыв у белогоровки  пленные солдаты всу в лимане	435549	(?=.*).*	(донбасс)	(обстрел|всу|наци)
23 May 2022	True	небензя сообщил о приказе командования всу открывать огонь по мирным жителям донбасса	435496	(?=.*).*	(донбасс)	(обстрел|всу|наци)
23 May 2022	True	минобороны рф сообщило об уничтожении подразделений    й бригады всу в донбассе	438964	(?=.*).*	(донбасс)	(обстрел|всу|наци)
23 May 2022	True	в сети появились кадры работы  солнцепеков  вс рф по позициям всу в донбассе	426346	(?=.*).*	(донбасс)	(обстрел|всу|наци)
13 June 2022	True	военные специалист назвал единственное средство  способное остановить обстрелы донбасса	94225	(?=.*).*	(донбасс)	(обстрел|всу|наци)
4 July 2022	True	солдаты всу прозвали донбасс  адом на земле    the independent	104631	(?=.*).*	(донбасс)	(обстрел|всу|наци)
11 July 2022	True	появилась статистика среднего времени жизни солдат всу в донбассе	115452	(?=.*).*	(донбасс)	(обстрел|всу|наци)
18 July 2022	True	глава минобороны отдал приказ уничтожить позиции всу  с которых они обстреливают донбасс	106552	(?=.*).*	(донбасс)	(обстрел|всу|наци)
25 July 2022	True	почему всу применяют запрещенные  лепестки  в донбассе  рассказал ветеран  альфы	104494	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	кремль заявил об угрозе наступления всу в донбассе	68008	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	украинская армия всю ночь обстреливала донбасс	94574	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	раскрыты планы всу и сбу в отношении донбасса	91630	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	под обстрел в донбассе попали журналисты и наблюдатели	91611	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	донбасс обстреливают  под огонь попали журналисты cnn и fp	110368	(?=.*).*	(донбасс)	(обстрел|всу|наци)
2 May 2022	True	скр расследует провокации украинских националистов в донбассе	55109	(?=.*).*	(донбасс)	(обстрел|всу|наци)
16 May 2022	True	боевики украины вновь обстреляли города донбасса  погибли два человека	121415	(?=.*).*	(донбасс)	(обстрел|всу|наци)
27 June 2022	True	полянский  спецоперация будет продолжаться  пока не прекратятся обстрелы донбасса	89917	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	лнр выявила работу комплексов рэб всу в донбассе	174291	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	в лнр заявили  что не наблюдают увеличения численности всу в донбассе	174338	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	в лнр заявили о прибытии в донбасс групп спецназа всу	175699	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	главком всу заявил  что наступление на донбасс не планируется	175150	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	украинские депутаты и иностранные журналисты попали под обстрел в донбассе	174711	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	лнр  всу стягивают тяжелое вооружение к линии соприкосновения в донбассе	175963	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	журналисты cnn и afp попали под обстрел в донбассе	179589	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 February 2022	True	днр  всу начинают реализовывать план по вторжению в донбасс	175309	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 February 2022	True	синдром  кондиционера   киев снова обвиняет донбасс в  самообстрелах	174696	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 February 2022	True	ск возбудил дело после гибели и ранения жителей донбасса при обстреле	174703	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 February 2022	True	всу разместили танки вблизи воздвиженки в донбассе	175352	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 February 2022	True	в днр заявили  что всу используют в донбассе тактику выжженной земли	174865	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 March 2022	True	ск россии возбудил еще два уголовных дела из за обстрелов донбасса	175952	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 March 2022	True	ск возбудил еще два дела из за обстрелов со стороны всу в донбассе	176259	(?=.*).*	(донбасс)	(обстрел|всу|наци)
6 June 2022	True	кива  поздравил  зеленского с попаданием тысяч солдат всу в  новый котел  в донбассе   газета ru	316413	(?=.*).*	(донбасс)	(обстрел|всу|наци)
20 June 2022	True	верховная рада выложила в twitter фотографию убитой всу в донбассе женщины   газета ru	315855	(?=.*).*	(донбасс)	(обстрел|всу|наци)
20 June 2022	True	в сша заявили о  разгромном  поражении всу в донбассе   газета ru	317480	(?=.*).*	(донбасс)	(обстрел|всу|наци)
20 June 2022	True	их оставили умирать   канадский журналист рассказал о плачевном состоянии всу в донбассе	310378	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 March 2022	True	минобороны обнародовало секретный приказ всу по захвату донбасса   федеральное агентство новостей no	407719	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 March 2022	True	военный обозреватель литовкин  украинские военачальники ответят за свою бездарность   народная милиция днр сообщила о ликвидации трех украинских ракет  точка у    ветеран спецназа клименков  украинских националистов невозможно перевоспитать   подразделения всу обстреляли из минометов и артиллерии населенный пункт логвиново в лнр   эфир  чем отличается спецоперация вс рф на украине от других военных конфликтов   глава днр издал указ о повсеместном использовании гривны на территории республики   политолог миронов  донбасс никогда не хотел быть частью украины	419081	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 March 2022	True	мчс россии доставило более     тонн гуманитарного груза для донбасса и украины   российские войска ударом высокоточного оружия уничтожили базу всу в артемовске	421222	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 March 2022	True	глава лнр пасечник  виновные в обстрелах городов донбасса командиры всу понесут наказание	405703	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 March 2022	True	глава лнр пасечник  виновные в обстрелах городов донбасса командиры всу понесут наказание   центробанк понизил официальные курсы доллара и евро	422228	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 March 2022	True	санкции против россии провоцируют рост инфляции в германии   народная милиция днр ликвидировала за сутки    украинских националиста в донбассе	420181	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 March 2022	True	томские рыболовы присоединились к флешмобу в поддержку солдат вс россии на украине   вдохновение для садизма из методичек цру  украинские нацисты зверски пытают российских пленных   актриса иванова отказывалась работать с гай германикой из за слухов об издевательствах   глава концерна e on  фрг нужно три года для снижения зависимости от российского газа   беженцы из донбасса в иркутской области могут получить правовую помощь от работников мвд   вячеслав колосков прокомментировал возможность вступления рфс в азиатскую лигу   эксперт гришунин предложил два способа оплаты поставок российского газа рублями	422429	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 March 2022	True	the independent  рост цен на газ вынудил британцев пропускать приемы пищи   бойцы всу выпустили четыре снаряда по ясиноватой в днр   события на украине на          марта  уничтожение склада гсм в клевани  старт нового раунда переговоров   народная милиция днр освободила от всу     населенных пунктов донбасса	424398	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 March 2022	True	песков допустил остановку поставок газа в случае отказа ес от оплаты в рублях    я не военный  а шахтер   местные жители продолжают храбро сражаться за мирное небо над донбассом   голос мордора  нравится  не нравится   газ за рубли  красавица   российские войска нанесли ракетный удар по объекту всу в районе никополя   актриса иванова отказывалась работать с гай германикой из за слухов об издевательствах	422571	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 March 2022	True	милонов  всу и жители украины стали заложниками обязательств зеленского перед западом   итальянский журналист осудил многолетнее замалчивание западными сми ситуации в донбассе	424726	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 March 2022	True	народная милиция днр ликвидировала за сутки    украинских националиста в донбассе   федеральное агентство новостей no	404378	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 March 2022	True	сцкк     человек пострадали из за обстрелов всу в освобожденных регионах донбасса   федеральное агентство новостей no	404367	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 March 2022	True	данюк  необходимо как можно скорее покончить с нацистской группировкой в донбассе   федеральное агентство новостей no	414005	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 March 2022	True	операция z  что готовят российские бойцы группировкам всу и нацбатов в донбассе   федеральное агентство новостей no	406781	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 March 2022	True	минобороны рф опубликовало кадры ликвидации позиций всу на окраине марьинки в донбассе	405687	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 March 2022	True	стреляли по гражданским  посетивший донбасс исландский журналист о  героизме  военных всу	405690	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 March 2022	True	ск россии возбудил два дела по факту обстрела населенных пунктов в донбассе   федеральное агентство новостей no	406481	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 March 2022	True	глава фбр тэрада взяла интервью у юриста галахова  который помогает жертвам всу в донбассе	413895	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 March 2022	True	бойцы нм днр с начала суток ликвидировали    украинских националистов в донбассе   федеральное агентство новостей no	404637	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 March 2022	True	без шанса на успех  к чему готовится группировка войск всу в донбассе   федеральное агентство новостей no	408493	(?=.*).*	(донбасс)	(обстрел|всу|наци)
4 April 2022	True	вбить три клина  историк кнутов оценил перспективы группировки всу в донбассе   федеральное агентство новостей no	413735	(?=.*).*	(донбасс)	(обстрел|всу|наци)
4 April 2022	True	политолог крутаков  военнослужащие всу считают жителей донбасса  недоукраинцами    федеральное агентство новостей no	411086	(?=.*).*	(донбасс)	(обстрел|всу|наци)
4 April 2022	True	кнутов  вс рф раздробили группировку всу в донбассе и готовятся к ее уничтожению	424562	(?=.*).*	(донбасс)	(обстрел|всу|наци)
4 April 2022	True	кнутов  вс рф раздробили группировку всу в донбассе и готовятся к ее уничтожению   федеральное агентство новостей no	427259	(?=.*).*	(донбасс)	(обстрел|всу|наци)
4 April 2022	True	бойцы вс рф обнаружили запрещенные вещества на оставленных позициях всу в донбассе	420127	(?=.*).*	(донбасс)	(обстрел|всу|наци)
4 April 2022	True	бойцы вс рф обнаружили запрещенные вещества на оставленных позициях всу в донбассе   федеральное агентство новостей no	428497	(?=.*).*	(донбасс)	(обстрел|всу|наци)
4 April 2022	True	ск рф расследует гибель    жителей донбасса после новых обстрелов всу	419587	(?=.*).*	(донбасс)	(обстрел|всу|наци)
4 April 2022	True	ск рф расследует гибель    жителей донбасса после новых обстрелов всу   федеральное агентство новостей no	429098	(?=.*).*	(донбасс)	(обстрел|всу|наци)
4 April 2022	True	эксперт линин  сражение вс рф с всу в донбассе может состояться в течение десяти дней	420061	(?=.*).*	(донбасс)	(обстрел|всу|наци)
4 April 2022	True	эксперт линин  сражение вс рф с всу в донбассе может состояться в течение десяти дней   федеральное агентство новостей no	427778	(?=.*).*	(донбасс)	(обстрел|всу|наци)
16 May 2022	True	минобороны рф  всу подорвали тонну аммиачной селитры на донбассе	300465	(?=.*).*	(донбасс)	(обстрел|всу|наци)
30 May 2022	True	на донбассе бойцам всу начали включать похоронные марши	300711	(?=.*).*	(донбасс)	(обстрел|всу|наци)
30 May 2022	True	в италии потребовали расследовать преступления всу в донбассе	297645	(?=.*).*	(донбасс)	(обстрел|всу|наци)
20 June 2022	True	мид рф обвинил запад в  заговоре молчания  об обстрелах донбасса	299030	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 March 2022	True	предсказаны два военных  котла  для донбасской группировки всу	140153	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 March 2022	True	ветеран спецназа рассказал  как будут штурмовать донбасские укрепления всу	135786	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 March 2022	True	ветеран спецназа рассказал  как надо штурмовать донбасские укрепления всу	135785	(?=.*).*	(донбасс)	(обстрел|всу|наци)
4 April 2022	True	эксперт спрогнозировал сценарий боев на  донбасской дуге    всу будут уничтожены	139308	(?=.*).*	(донбасс)	(обстрел|всу|наци)
20 June 2022	True	всу эвакуировали десятки наемников из сша и британии в донбассе	151700	(?=.*).*	(донбасс)	(обстрел|всу|наци)
20 June 2022	True	американский военный эксперт заявил о поражении всу в донбассе	150847	(?=.*).*	(донбасс)	(обстрел|всу|наци)
7 March 2022	True	певица жасмин   жители донбасса долгие годы испытывали зверства неонацистов    monavista daily	51241	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	в днр заявили  что всу перебрасывают в донбасс боеприпасы для наступления   газета ru	308225	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	всеобщая мобилизация на фоне обстрелов  что происходит в донбассе  live	308091	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	нет людей  нет проблем   в россии возмутились словами байдена об обстрелах в донбассе	308218	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 February 2022	True	в днр заявили  что съемочная группа телеканала  звезда  попала под обстрел в донбассе   газета ru	308574	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 February 2022	True	минобороны россии назвало цель украинских националистов в донбассе   газета ru	309419	(?=.*).*	(донбасс)	(обстрел|всу|наци)
17 January 2022	True	отправляя киеву птрк  лондон подталкивает всу к началу наступления в донбассе	404735	(?=.*).*	(донбасс)	(обстрел|всу|наци)
17 January 2022	True	донбасс сегодня  киев готовится к атаке на днр и лнр  всу вооружают радикалов	403541	(?=.*).*	(донбасс)	(обстрел|всу|наци)
17 January 2022	True	ветеран войны в донбассе матюшин   британские уроки  не помогут всу в боевых условиях	403775	(?=.*).*	(донбасс)	(обстрел|всу|наци)
17 January 2022	True	донбасс сегодня  донецк под обстрелом  северная группировка всу потеряла шесть солдат	421584	(?=.*).*	(донбасс)	(обстрел|всу|наци)
17 January 2022	True	всу могут организовать провокации во время визита немецкого журналиста в донбасс	424193	(?=.*).*	(донбасс)	(обстрел|всу|наци)
17 January 2022	True	всу за неделю    раз блокировали работу беспилотников обсе в донбассе	422873	(?=.*).*	(донбасс)	(обстрел|всу|наци)
17 January 2022	True	представитель днр  бойцы всу семь раз за сутки нарушили режим перемирия в донбассе	403964	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	разведка днр сообщила о признаках подготовки подразделений всу к наступлению в донбассе	415082	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	фан повсюду   как изменилась тактика всу в донбассе	411443	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	донбасс сегодня  штаб оос заготавливает крематории  десантники всу дезертируют группами	408274	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	разведка лнр  приезд генерала залужного в донбасс может стать сигналом к наступлению всу	409107	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	донбасс сегодня  штаб оос готовит эвакуацию населения  всу запасаются койками для раненых	409207	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	всу ведут радиоэлектронную разведку близ линии разграничения в донбассе	407920	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	донбасс сегодня  всу тренируют наступательные действия  вербовщики агитируют молодежь воевать	409420	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	бойцы всу минируют дороги общего пользования в донбассе	408422	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	всу оснастили ракетными комплексами nlaw подразделения у линии разграничения в донбассе	413014	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	киев перебросил подразделение спецназа всу к линии соприкосновения в донбассе	406854	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	донбасс сегодня  в донецке ранен мирный житель  луганчанин из всу расстрелял сослуживцев	413825	(?=.*).*	(донбасс)	(обстрел|всу|наци)
31 January 2022	True	соловьев рассказал  почему украина начала обстреливать донбасс оружием нато	406263	(?=.*).*	(донбасс)	(обстрел|всу|наци)
31 January 2022	True	представители днр сообщили о возросшей активности беспилотников всу над донбассом	408767	(?=.*).*	(донбасс)	(обстрел|всу|наци)
31 January 2022	True	глава днр пушилин заявил о готовности республики к отражению любой агрессии всу в донбассе	408214	(?=.*).*	(донбасс)	(обстрел|всу|наци)
31 January 2022	True	украинский политик признался  почему всу неизбежно проиграют войну донбассу	406100	(?=.*).*	(донбасс)	(обстрел|всу|наци)
31 January 2022	True	генерал картаполов  солдаты всу приобрели в донбассе опыт пьянства и наркомании	407458	(?=.*).*	(донбасс)	(обстрел|всу|наци)
31 January 2022	True	народная милиция лнр  бойцы всу разместили бронетехнику у села клиновое в донбассе	409618	(?=.*).*	(донбасс)	(обстрел|всу|наци)
31 January 2022	True	донбасс сегодня  донецк под огнем артиллерии  всу завершают подготовку к наступлению	420155	(?=.*).*	(донбасс)	(обстрел|всу|наци)
31 January 2022	True	днр обвинила всу в шести нарушениях режима тишины на линии разграничения в донбассе	407413	(?=.*).*	(донбасс)	(обстрел|всу|наци)
31 January 2022	True	донбасс сегодня  украинцы атаковали с бпла свои позиции  солдат всу погиб на учениях	407596	(?=.*).*	(донбасс)	(обстрел|всу|наци)
31 January 2022	True	всу готовят резервистов для переброски к линии соприкосновения в донбассе	407594	(?=.*).*	(донбасс)	(обстрел|всу|наци)
31 January 2022	True	народная милиция днр  бойцы всу разместили бронетехнику у линии соприкосновения в донбассе	406772	(?=.*).*	(донбасс)	(обстрел|всу|наци)
7 February 2022	True	добровольцы донбасса готовятся противостоять провокациям всу  репортаж фан	406338	(?=.*).*	(донбасс)	(обстрел|всу|наци)
7 February 2022	True	считают русских братьями   солдат всу пожаловался американцам на жителей донбасса	406090	(?=.*).*	(донбасс)	(обстрел|всу|наци)
7 February 2022	True	украинский силовик заявил о нежелании населения донбасса поддерживать всу	406234	(?=.*).*	(донбасс)	(обстрел|всу|наци)
7 February 2022	True	сатановский  наступление всу в донбассе может начаться в любой момент	418627	(?=.*).*	(донбасс)	(обстрел|всу|наци)
7 February 2022	True	провокации всу и перспектива большой войны  интервью фан с главой союза добровольцев донбасса	418912	(?=.*).*	(донбасс)	(обстрел|всу|наци)
7 February 2022	True	глава свр нарышкин заявил об активной подготовке всу к военному конфликту в донбассе	418911	(?=.*).*	(донбасс)	(обстрел|всу|наци)
7 February 2022	True	донбасс сегодня  небоевые потери всу растут  радикалы с семьями бегут от войны	417188	(?=.*).*	(донбасс)	(обстрел|всу|наци)
7 February 2022	True	азаров констатировал полную готовность всу к нападению на донбасс	418138	(?=.*).*	(донбасс)	(обстрел|всу|наци)
7 February 2022	True	донбасс сегодня  киев готовится наступать  военные всу продают американскую помощь	416480	(?=.*).*	(донбасс)	(обстрел|всу|наци)
7 February 2022	True	донбасс сегодня  два десантника погибли под луганском  всу блокируют работу обсе	418192	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	в лнр заявили  что всу наращивают использование ствольной артиллерии в донбассе	260807	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	ск россии возбудил дело о ранении жительницы донбасса при обстреле	262694	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	водоснабжение    населенных пунктов донбасса оказалось под угрозой из за обстрела	261800	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	продолжение обстрелов днр и лнр и мобилизация  как развивается ситуация в донбассе	261231	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	в киеве сообщили  что украинские депутаты попали под обстрел в донбассе	260763	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	ес осудил обстрелы на донбассе  но назвал  сдержанной  реакцию киева  на провокации	259385	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	в ростовской области началась вакцинация среди эвакуированных жителей донбасса	260139	(?=.*).*	(донбасс)	(обстрел|всу|наци)
