Week of fetchdate_orig	page_domain_root	page_url	title_new	OR and OR2 and AND filters	ID	Regex String (AND)	Regex String (OR)	Regex String (OR)#2
9 May 2022	riafan.ru	https://riafan.ru/23245056-arkatov_o_reshenii_rigi_snesti_sovetskie_pamyatniki_otlichitel_naya_cherta_neonatsistskogo_rezhima	аркатов о решении риги снести советские памятники  отличительная черта неонацистского режима	True	402592	(?=.*).*	(киев|режим)	(нацис)
9 May 2022	riafan.ru	https://riafan.ru/23247573-voennii_analitik_koshkin_kievu_ne_nuzhni_zhivie_natsisti_azova_v_mariupole	военный аналитик кошкин  киеву не нужны живые нацисты  азова  в мариуполе	True	422957	(?=.*).*	(киев|режим)	(нацис)
16 May 2022	riafan.ru	https://riafan.ru/23385253-klintsevich_planam_kievskih_natsistov_vernut_pod_kontrol_territoriyu_ukraini_ne_suzhdeno_sbit_sya	клинцевич  планам киевских нацистов вернуть под контроль территорию украины не суждено сбыться	True	435677	(?=.*).*	(киев|режим)	(нацис)
14 March 2022	regnum.ru	https://regnum.ru/news/polit/3532919.html	украинские нацисты прикрываются  живым щитом  и  режимами тишины	True	364805	(?=.*).*	(киев|режим)	(нацис)
14 March 2022	regnum.ru	https://regnum.ru/news/polit/3533965.html	россия сменит режим нацистов в киеве  как бы ни оправдывался посол мешков	True	362621	(?=.*).*	(киев|режим)	(нацис)
14 March 2022	tvzvezda.ru	https://tvzvezda.ru/news/20223182149-VVhno.html	в мо рф рассказали  что киев пытается сделать из неонацистов  мучеников мариуполя	True	476799	(?=.*).*	(киев|режим)	(нацис)
14 March 2022	tvzvezda.ru	https://tvzvezda.ru/news/2022320833-LsuwR.html	чтобы не проливать кровь   сдавшийся без боя майор всу объяснил свое решение нацистским режимом украины	True	481993	(?=.*).*	(киев|режим)	(нацис)
28 March 2022	tvzvezda.ru	https://tvzvezda.ru/news/20223301238-vyyiN.html	фсб  в рф задержали    адептов неонацистской группировки  м к у     подконтрольной киевским спецслужбам	True	479991	(?=.*).*	(киев|режим)	(нацис)
11 April 2022	regnum.ru	https://regnum.ru/news/polit/3563931.html	сеть   плохо они знают путина    киев хочет обменять медведчука на нацистов	True	361971	(?=.*).*	(киев|режим)	(нацис)
11 April 2022	regnum.ru	https://regnum.ru/news/polit/3564012.html	диверсии укронацистов в россии повлекут военные удары по киеву   мо рф	True	377199	(?=.*).*	(киев|режим)	(нацис)
18 April 2022	riafan.ru	https://riafan.ru/23115509-matveichev_o_popitkah_kieva_skrit_pravdu_o_poteryah_skoro_vsya_ukraina_voznenavidit_natsistov_za_lozh_	матвейчев о попытках киева скрыть правду о потерях  скоро вся украина возненавидит нацистов за ложь	True	426113	(?=.*).*	(киев|режим)	(нацис)
18 April 2022	riafan.ru	https://riafan.ru/23118319-tsekov_zhelanie_kieva_geroizirovat_natsistov_ugrozhaet_psihicheskomu_zdorov_yu_ukrainskih_detei	цеков  желание киева героизировать нацистов угрожает психическому здоровью украинских детей	True	436007	(?=.*).*	(киев|режим)	(нацис)
18 April 2022	riafan.ru	https://riafan.ru/23120488-shipilin_o_planah_kieva_ustroit_provokatsiyu_v_noch_na_pashu_u_natsistov_ne_ostalos_nichego_svyatogo	шипилин о планах киева устроить провокацию в ночь на пасху  у нацистов не осталось ничего святого	True	436566	(?=.*).*	(киев|режим)	(нацис)
18 April 2022	riafan.ru	https://riafan.ru/23145072-politolog_mendkovich_kievskii_rezhim_nagrazhdaet_natsistov_chtobi_skrit_proval_na_frontah	политолог мендкович  киевский режим награждает нацистов  чтобы скрыть провал на фронтах	True	425689	(?=.*).*	(киев|режим)	(нацис)
25 April 2022	riafan.ru	https://riafan.ru/23149897-zhurnalist_manukyan_unichtozhenie_sovetskih_pamyatnikov_demonstriruet_trusost_kievskih_natsistov	журналист манукян  уничтожение советских памятников демонстрирует трусость киевских нацистов	True	435735	(?=.*).*	(киев|режим)	(нацис)
