fetchdate_orig	page_domain_root	page_url	title_new	OR and OR2 and AND filters	ID	Regex String (AND)	Regex String (OR)	Regex String (OR)#2
07/05/2022 00:00:00	regnum.ru	https://regnum.ru/news/society/3568627.html	ск установил новые факты геноцида советского народа нацистами	True	354338	(?=.*).*	(геноцид)	()
07/05/2022 00:00:00	regnum.ru	https://regnum.ru/news/society/3568993.html	в забайкалье помянули жертв геноцида советского народа	True	354340	(?=.*).*	(геноцид)	()
02/04/2022 00:00:00	ria.ru	https://ria.ru/20220402/obvineniya-1781482079.html	ск заочно обвинил украинских военных в геноциде русскоязычных в донбассе	True	216355	(?=.*).*	(геноцид)	()
04/04/2022 00:00:00	ria.ru	https://ria.ru/20220404/russkie-1781755068.html	в госдуму внесли проект заявления о признании геноцида русских на украине	True	220514	(?=.*).*	(геноцид)	()
27/04/2022 00:00:00	ria.ru	https://ria.ru/20220427/donbass-1785729423.html	западные сми замалчивают геноцид русских в донбассе  заявили в рпц	True	234384	(?=.*).*	(геноцид)	()
27/04/2022 00:00:00	ria.ru	https://ria.ru/20220427/genotsid-1785725043.html	в рпц призвали познакомиться с проектом риа новости о геноциде в донбассе	True	234382	(?=.*).*	(геноцид)	()
01/05/2022 00:00:00	ria.ru	https://ria.ru/20220501/sledstvie-1786425346.html	ск опросил больше тысячи жителей счастья в лнр по делу о геноциде	True	229676	(?=.*).*	(геноцид)	()
03/05/2022 00:00:00	ria.ru	https://ria.ru/20220503/genotsid-1786689028.html	мид лнр назвало гибель более     жителей рубежного геноцидом	True	220370	(?=.*).*	(геноцид)	()
04/05/2022 00:00:00	ria.ru	https://ria.ru/20220504/genotsid-1786882083.html	эксперт  изучение геноцида помогает понять суть украинского неонацизма	True	221440	(?=.*).*	(геноцид)	()
28/02/2022 00:00:00	sputnik-georgia.ru	https://sputnik-georgia.ru/20220228/264835959.html	взгляд из москвы  геноцид  над которым смеется европа	True	541540	(?=.*).*	(геноцид)	()
06/04/2022 00:00:00	sputnik-georgia.ru	https://sputnik-georgia.ru/20220406/ria-novosti-zapustilo-multimediynyy-proekt-o-genotside-naseleniya-dnr-i-lnr-265796372.html	риа новости запустило мультимедийный проект о геноциде населения днр и лнр	True	539577	(?=.*).*	(геноцид)	()
27/01/2022 00:00:00	lenta.ru	https://lenta.ru/news/2022/01/27/fsb_mold/	фсб рассекретила документы о геноциде в молдавии	True	278437	(?=.*).*	(геноцид)	()
27/01/2022 00:00:00	lenta.ru	https://lenta.ru/news/2022/01/27/uzniki/	путина попросили учредить день геноцида советского народа	True	279343	(?=.*).*	(геноцид)	()
09/04/2022 00:00:00	pda.kp.ru	https://pda.kp.ru/online/news/4699889/	посол антонов заявил  что спецоперация россии стала результатом нежелания киева прекратить геноцид русских	True	332979	(?=.*).*	(геноцид)	()
13/04/2022 00:00:00	pda.kp.ru	https://pda.kp.ru/online/news/4705949/	песков назвал неприемлемыми заявления президента сша байдена о  геноциде  на украине	True	334127	(?=.*).*	(геноцид)	()
14/04/2022 00:00:00	pda.kp.ru	https://pda.kp.ru/online/news/4706264/	нуланд  сша намерены признать действия россии на украине  геноцидом	True	332281	(?=.*).*	(геноцид)	()
15/04/2022 00:00:00	pda.kp.ru	https://pda.kp.ru/daily/27380.5/4573252/	ск россии показал    командиров всу  получивших обвинения в геноциде в донбассе	True	332852	(?=.*).*	(геноцид)	()
15/04/2022 00:00:00	pda.kp.ru	https://pda.kp.ru/online/news/4709602/	nbc  заявления байдена о  геноциде  на украине вызвали недоумение у американской разведки	True	333345	(?=.*).*	(геноцид)	()
18/04/2022 00:00:00	pda.kp.ru	https://pda.kp.ru/online/news/4712118/	ск россии возбудил дело в связи с геноцидом русскоговорящего населения лнр украинским военными	True	337243	(?=.*).*	(геноцид)	()
18/04/2022 00:00:00	pda.kp.ru	https://pda.kp.ru/online/news/4712118/	ск россии возбудил дело в связи с геноцидом русскоговорящего населения лнр украинскими военными	True	337273	(?=.*).*	(геноцид)	()
22/04/2022 00:00:00	pda.kp.ru	https://pda.kp.ru/online/news/4719025/	представитель оон шамсадани заявил об отсутствии подтверждающих  геноцид  на украине данных	True	337077	(?=.*).*	(геноцид)	()
24/04/2022 00:00:00	pda.kp.ru	https://pda.kp.ru/online/news/4720448/	nyt назвал попытки байдена назвать события на украине  геноцидом   лицемерными и опасными	True	337266	(?=.*).*	(геноцид)	()
28/04/2022 00:00:00	pda.kp.ru	https://pda.kp.ru/online/news/4726091/	посол рф в оттаве назвал примитивной русофобией канадские заявления о  геноциде  на украине	True	336169	(?=.*).*	(геноцид)	()
22/04/2022 00:00:00	pnp.ru	https://www.pnp.ru/politics/sluckiy-rossiyskie-soldaty-na-ukraine-boryutsya-s-realnym-genocidom.html	слуцкий  российские солдаты на украине борются с реальным геноцидом	True	55693	(?=.*).*	(геноцид)	()
28/02/2022 00:00:00	rapsinews.ru	http://rapsinews.ru/incident_news/20220228/307759212.html	ассоциация юристов россии назвала геноцидом действия киева по отношению к жителям донбасса	True	59224	(?=.*).*	(геноцид)	()
28/02/2022 00:00:00	rapsinews.ru	http://rapsinews.ru/judicial_news/20220228/307757462.html	суд   марта продолжит слушание дела о геноциде жителей ростовской области в годы вов	True	54897	(?=.*).*	(геноцид)	()
08/04/2022 00:00:00	rapsinews.ru	http://rapsinews.ru/historical_memory_publication/20220408/307866410.html	борьба с геноцидом в правовом русле	True	62999	(?=.*).*	(геноцид)	()
24/01/2022 00:00:00	ren.tv	https://ren.tv/news/v-rossii/931395-gp-rossii-prosit-obiavit-prestupleniia-natsistov-pod-rostovom-genotsidom	гп россии просит объявить преступления нацистов под ростовом геноцидом	True	63042	(?=.*).*	(геноцид)	()
22/02/2022 00:00:00	ren.tv	https://ren.tv/blog/dmitrii-rodionov/942365-smeshnoi-genotsid-i-drugie-nomera-nedetskogo-shoumena-olafa-sholtsa	смешной геноцид  и другие номера недетского шоумена олафа шольца	True	64663	(?=.*).*	(геноцид)	()
30/01/2022 00:00:00	ug.ru	https://ug.ru/v-shkolah-poyavyatsya-dni-posvyashhennye-pamyati-o-genoczide-narodov-fashistami/	в школах появятся дни  посвященные памяти о геноциде народов фашистами   учительская газета	True	162695	(?=.*).*	(геноцид)	()
29/07/2022 00:00:00	5-tv.ru	https://www.5-tv.ru/news/396009/sud-priznal-genocidom-ubijstva-mirnyh-zitelej-branska-vovremena-velikoj-otecestvennoj-vojny/	суд признал геноцидом убийства мирных жителей брянска во времена великой отечественной войны	True	121970	(?=.*).*	(геноцид)	()
